id	제목	제안분류	확신도	구간정밀도	근거	비고
P00036	簡蘂珠倅勿責萼綠華	기증(donate)	70	82%	title	
P00037	簡蘂珠倅勿責萼綠華 其二	기증(donate)	63	52%	title	
P00038	題南尙文壁上	도화(picture)	63	52%	title, term	
P00039	別徐君受	송별(farewell)	94	94%	title, term	
P00040	武陵溪	강해(water)	55	38%	title	
P00041	武陵溪 其二	강해(water)	55	38%	title	
P00042	別愼評事	송별(farewell)	97	94%	title	
P00043	別盧士稚赴湖南幕	송별(farewell)	89	94%	title, term	
P00044	送鄭繡衣季涵之北關	송별(farewell)	89	94%	title	
P00045	奉恩寺僧軸	불교(buddhism)	89	94%	title	
P00046	奉恩寺僧軸 其二	불교(buddhism)	88	94%	title, term	
P00047	奉恩寺僧軸 其三	불교(buddhism)	78	82%	title	
P00048	奉恩寺僧軸 其四	불교(buddhism)	84	94%	title	
P00049	題三角山僧行思軸	불교(buddhism)	80	94%	title	
P00050	贈寶雲上人	기증(donate)	97	94%	title	
P00051	重贈寶雲	기증(donate)	97	94%	title	
P00052	次	애상(sympathy)	56	38%	term	
P00053	寄玉峯	기증(donate)	97	94%	title	
P00054	別玉峯	송별(farewell)	97	94%	title, term	
P00055	東湖雜詠	강해(water)	77	82%	title	
P00056	又	천문(astro)	23	16%	term	
P00057	武陵溪	애상(sympathy)	51	38%	term	
P00058	性雄軸	애상(sympathy)	44	27%	term	
P00059	贈僧性眞	기증(donate)	88	94%	title	
P00060	寄性眞上座僧	기증(donate)	67	52%	title	
P00061	贈行思	기증(donate)	97	94%	title	
P00062	題厚陵寺僧軸	불교(buddhism)	85	94%	title	
P00063	贈片雲	기증(donate)	97	94%	title	
P00064	邊思	변새(frontier)	36	14%	term	
P00065	端午帖字	식물(plant)	19	17%	term	악부/제영(확신↓)
P00066	昭君怨	변새(frontier)	36	14%	term	
P00067	挽崔泰安	애상(sympathy)	96	94%	title	
P00068	早行長峽	산악(mountain)	59	38%	title	
P00069	挽成司藝	애상(sympathy)	96	94%	title, term	
P00070	送僧歸山	송별(farewell)	70	82%	title	
P00071	熙鏡上人軸	불교(buddhism)	56	38%	title	
P00072	贈別	송별(farewell)	74	82%	title, term	제목보정
P00073	贈別其二	송별(farewell)	74	82%	title, term	제목보정
P00074	有贈	기증(donate)	97	94%	title	
P00075	柳絮	식물(plant)	56	38%	title	
P00076	洛河 	한적(tranquility)	40	27%	term	
P00077	洛河(이거 고쳐야함)	계절(season)	40	27%	term	
P00078	箕城 聞白評事別曲	송별(farewell)	90	94%	title, term	악부/제영(확신↓)
P00079	義州山城贈韓使君準	기증(donate)	97	94%	title	
P00080	過楊照廟有感	유람(travel)	67	52%	title	
P00081	旅夕	한적(tranquility)	56	38%	term	
P00082	天壇	송별(farewell)	37	14%	term	
P00083	天壇 二首 其二	회고(reminiscence)	36	14%	term	
P00084	分水嶺	애상(sympathy)	38	14%	term	
P00085	孤竹城	건물(structure)	56	38%	title	
P00086	發薊城	유람(travel)	87	94%	title	
P00087	還到薊城	유람(travel)	69	52%	title	
P00088	送黃司成赴京	송별(farewell)	94	94%	title, term	
P00089	連山道中	유람(travel)	57	38%	title	
P00090	浿江樓舡題詠	강해(water)	75	82%	title	악부/제영(확신↓)
P00091	浿江樓舡題詠	강해(water)	75	82%	title	악부/제영(확신↓)
P00092	浿江樓舡題詠	강해(water)	75	82%	title	악부/제영(확신↓)
P00093	浿江樓舡題詠	강해(water)	75	82%	title	악부/제영(확신↓)
P00094	練光亭示而順立之	건물(structure)	80	94%	title	
P00095	別金點馬重叔	송별(farewell)	97	94%	title	
P00096	別友人	송별(farewell)	91	94%	title, term	
P00097	旅思	애상(sympathy)	50	38%	term	
P00098	邊思	변새(frontier)	40	27%	term	
P00099	坡林君園贈笛妓	기증(donate)	97	94%	title	
P00100	寄鄭員外季涵	기증(donate)	97	94%	title	
P00101	南川待月	건물(structure)	46	27%	term	
P00102	宮怨	애상(sympathy)	24	16%	term	
P00103	閨思	애상(sympathy)	22	16%	term	
P00104	次淸江有思	애상(sympathy)	47	27%	term	
P00105	次淸江有思 其二	애상(sympathy)	49	27%	term	
P00106	無題	기타(others)	64	52%	title	
P00107	映月樓	건물(structure)	54	38%	title	
P00108	映月樓 其二	애상(sympathy)	41	27%	term	
P00109	映月樓 其三	송별(farewell)	41	27%	term	
P00110	映月樓 其四	건물(structure)	56	38%	title	
P00111	謝雲長送酒適出晩歸來使空返	송별(farewell)	80	94%	title	
P00112	德津堂	천문(astro)	48	27%	term	
P00113	咸興題詠	도화(picture)	60	52%	title	악부/제영(확신↓)
P00114	咸興題詠	도화(picture)	60	52%	title	악부/제영(확신↓)
P00115	鏡城題詠送李善吉還朝	송별(farewell)	82	94%	title	악부/제영(확신↓)
P00116	遊三角山	유람(travel)	70	82%	title	
P00117	贈性眞上人	기증(donate)	97	94%	title	
P00118	題寶雲軸	도화(picture)	56	38%	title	
P00119	自奉恩歸舟	송별(farewell)	61	52%	title, term	
P00120	旅館秋思	계절(season)	51	38%	title	
P00121	寄楊州成使君	기증(donate)	97	94%	title	
P00122	江樓	천문(astro)	24	16%	term	
P00123	漁陽	회고(reminiscence)	46	27%	term	
P00124	迎勑日	천문(astro)	36	14%	term	
P00125	題寺壁	불교(buddhism)	62	52%	title, term	
P00126	題寺壁 二首 其二	애상(sympathy)	42	27%	term	
P00127	次益之贈彈琴女韻	한적(tranquility)	42	27%	term	차운(제목 donate 무시)
P00128	次益之贈彈琴女韻 原韻	애상(sympathy)	45	27%	term	차운(제목 donate 무시)
P00129	次玉峯寄李伯生韻	송별(farewell)	42	27%	term	차운(제목 donate 무시)
P00130	次玉峯寄李伯生韻 原韻玉峯	애상(sympathy)	38	14%	term	차운(제목 donate 무시)
P00131	僧軸	불교(buddhism)	89	94%	title	
P00132	僧軸	불교(buddhism)	96	94%	title, term	
P00133	出塞	변새(frontier)	56	38%	title	
P00134	自水鍾歸舟贈僧	기증(donate)	87	94%	title	
P00135	偶吟	천문(astro)	43	27%	term	악부/제영(확신↓)
P00136	寒食客中	계절(season)	61	52%	title, term	
P00137	憶故山梅花	애상(sympathy)	47	27%	term	
P00138	扶餘懷古	회고(reminiscence)	91	94%	title	
P00139	挽玉峯	애상(sympathy)	96	94%	title, term	
P00140	別秦上舍	송별(farewell)	96	94%	title, term	
P00141	代人挽仁聖王后	애상(sympathy)	96	94%	title	
P00142	挽白四宰	애상(sympathy)	95	94%	title, term	
P00143	挽崔兵使夫人	애상(sympathy)	87	94%	title	
P00144	因李益之北歸寄朴觀察	기증(donate)	82	94%	title	
P00145	因李益之北歸寄朴觀察	기증(donate)	82	94%	title	
P00146	因李益之北歸寄朴觀察	기증(donate)	82	94%	title	
P00147	因李益之北歸寄朴觀察	기증(donate)	75	82%	title	
P00148	臨津	천문(astro)	59	38%	term	
P00149	閭陽驛	애상(sympathy)	39	14%	term	
P00150	馬上口占	송별(farewell)	44	27%	term	
P00151	七家嶺立春	계절(season)	55	38%	title	
P00152	三河途中	유람(travel)	96	94%	title	
P00153	哀楊揔兵	변새(frontier)	41	27%	term	
P00154	通州館望朝陽門	변새(frontier)	52	38%	term	
P00155	朝天宮	한적(tranquility)	42	27%	term	
P00156	重陽後有感	계절(season)	52	38%	term	
P00157	題圓明軸	불교(buddhism)	58	38%	title, term	
P00158	送片雲歸五臺	송별(farewell)	94	94%	title, term	
P00159	留別高霽峯而順	송별(farewell)	87	94%	title, term	
P00160	御題擣紈	애상(sympathy)	51	38%	term	
P00161	送趙雲江伯玉之任槐山	송별(farewell)	95	94%	title	
P00162	金城板上韻	애상(sympathy)	53	38%	term	
P00163	金城板上韻 追次 荷谷	유람(travel)	40	27%	term	
P00164	送李善吉還朝	송별(farewell)	97	94%	title	
P00165	秋官契軸	계절(season)	61	52%	title	
P00166	齊陵典祀	현달(prosper)	48	27%	term	
P00167	題友人僑居	도화(picture)	67	52%	title	
P00168	送人赴京	송별(farewell)	95	94%	title	
P00169	廢寺	불교(buddhism)	67	52%	title	
P00170	奉先寺僧軸	불교(buddhism)	96	94%	title	
P00171	奉恩寺僧軸	불교(buddhism)	79	82%	title, term	
P00172	奉呈使相又寫一通分示會穩兩府伯	기증(donate)	87	94%	title	
P00173	奉呈使相又寫一通分示會穩兩府伯 其二	기증(donate)	97	94%	title	
P00174	奉呈使相又寫一通分示會穩兩府伯 其三	기증(donate)	90	94%	title	
P00175	贈會山府伯	기증(donate)	97	94%	title	
P00176	留別會穩兩府伯到豊山寄呈	기증(donate)	67	52%	title	
P00177	受由上京	애상(sympathy)	40	27%	term	
P00178	武夷洞	한적(tranquility)	47	27%	term	
P00179	將赴鍾山贈鄭坡州 崑壽	기증(donate)	97	94%	title	
P00180	謝友人送米	송별(farewell)	91	94%	title	
P00181	次寄玉峯	기증(donate)	89	94%	title	
P00182	雙溪僧軸次圃隱韻	불교(buddhism)	85	94%	title, term	
P00183	雙溪僧軸次圃隱韻 附 思菴	불교(buddhism)	88	94%	title, term	
P00184	發京城宿高峯館次壁上韻	유람(travel)	83	94%	title	
P00185	釰水驛次華使韻	애상(sympathy)	47	27%	term	
P00186	同汝守君受 擬次蘇彦謙林畔館韻	애상(sympathy)	44	27%	term	
P00187	旅懷 二首	애상(sympathy)	56	38%	term	
P00188	旅懷 二首 其二	회고(reminiscence)	51	38%	title	
P00189	送李益之往長沙	송별(farewell)	95	94%	title, term	
P00190	送閔恕初赴湖南幕 名忠元	송별(farewell)	89	94%	title, term	
P00191	寄人	기증(donate)	93	94%	title, term	
P00192	送鄭繡衣季涵之北關	송별(farewell)	87	94%	title	
P00193	贈安四耐	기증(donate)	97	94%	title	
P00194	次高山郵舘韻	산악(mountain)	52	38%	title	
P00195	次許河陽草堂韻	건물(structure)	61	52%	title	
P00196	端午帖字	회고(reminiscence)	54	38%	term	악부/제영(확신↓)
P00197	早朝	천문(astro)	28	16%	term	
P00198	早朝 其二	애상(sympathy)	37	14%	term	
P00199	留別田察訪	송별(farewell)	90	94%	title, term	
P00200	代權相次華使漢江樓韻	강해(water)	56	38%	title	
P00201	次雙溪詩軸	회고(reminiscence)	44	27%	term	
P00202	吉州樓題	애상(sympathy)	48	27%	term	
P00203	吉州樓題 其二	도화(picture)	55	38%	title	
P00204	快哉亭次退齋韻	건물(structure)	89	94%	title	
P00205	次思庵贈行思韻	불교(buddhism)	39	14%	term	차운(제목 donate 무시)
P00206	次思庵贈行思韻原韻 思菴	애상(sympathy)	45	27%	term	차운(제목 donate 무시)
P00207	奉別白評事赴關西	송별(farewell)	95	94%	title	
P00208	次義順舘韻	변새(frontier)	47	27%	term	
P00209	贈別李益之	송별(farewell)	74	82%	title, term	제목보정
P00210	次景濂堂韻 景濂堂是金溝客舘	애상(sympathy)	57	38%	term	
P00211	次楊蓬萊韻	송별(farewell)	42	27%	term	
P00212	原韻	한적(tranquility)	42	27%	term	
P00213	發京城懷玉峯	유람(travel)	88	94%	title	
P00214	大慈川上	산악(mountain)	23	16%	term	
P00215	到廬	유람(travel)	76	82%	title, term	
P00216	拾栗	유람(travel)	23	16%	term	
P00217	汝順兄弟觀刈禾乘月携酒見訪	애상(sympathy)	56	38%	term	
P00218	晨霜	한적(tranquility)	40	27%	term	
P00219	野望	애상(sympathy)	57	38%	term	
P00220	雨雹	천문(astro)	57	38%	title	
P00221	次陶穫稻韻廣其意	애상(sympathy)	50	38%	term	
P00222	霜多草木盡落有新綠萋萋若春	송별(farewell)	20	16%	term	
P00223	感遇 十首 寄鄭季涵	기증(donate)	97	94%	title	
P00224	感遇 十首 寄鄭季涵 其二	기증(donate)	97	94%	title	
P00225	感遇 十首 寄鄭季涵 其三	기증(donate)	97	94%	title	
P00226	感遇 十首 寄鄭季涵 其四	기증(donate)	97	94%	title	
P00227	感遇寄鄭季涵 其五	기증(donate)	97	94%	title	
P00228	感遇 十首 寄鄭季涵 其六	기증(donate)	97	94%	title	
P00229	感遇 十首 寄鄭季涵 其七	기증(donate)	93	94%	title	
P00230	感遇 十首 寄鄭季涵 其八	기증(donate)	97	94%	title	
P00231	感遇 十首 寄鄭季涵 其九	기증(donate)	97	94%	title	
P00232	感遇 十首 寄鄭季涵 其十	기증(donate)	97	94%	title	
P00233	養虎詞	산악(mountain)	25	16%	term	
P00234	山中	애상(sympathy)	46	27%	term	
P00235	古意	애상(sympathy)	45	27%	term	
P00236	古意 二首 其二	회고(reminiscence)	70	82%	title	
P00237	昨日入城路中有感奉寄三樂求和	기증(donate)	84	94%	title	
P00238	夜坐懷季鷹書示三樂求和	송별(farewell)	48	27%	term	
P00239	送僧遊楓嶽	송별(farewell)	68	52%	title	
P00240	棄郡還洛 寓城西作靈光解歸	애상(sympathy)	45	27%	term	
P00241	飜方曲	애상(sympathy)	47	27%	term	악부/제영(확신↓)
P00242	錦貂裘歌贈鄭書狀以周	기증(donate)	97	94%	title	
P00243	銅雀妓詞	애상(sympathy)	56	38%	term	
P00244	李少婦詞	애상(sympathy)	50	38%	term	
P00245	老病有孤舟	애상(sympathy)	55	38%	term	
